"","participant_id","redcap_survey_identifier","consent_form_timestamp","age","wsuwork","studentyn","consent___1","consent_form_complete","explanationexample_timestamp","contact1","multiple1","agecontact1___0","agecontact1___1","agecontact1___2","agecontact1___3","maskcontact1","touchcontact1","contextcontact1___0","contextcontact1___1","contextcontact1___2","contextcontact1___3","contextcontact1___4","contextcontact1___5","locationcontact1","timecontact1","another","contact2","multiple2","agecontact2___0","agecontact2___1","agecontact2___2","agecontact2___3","maskcontact2","touchcontact2","contextcontact2___0","contextcontact2___1","contextcontact2___2","contextcontact2___3","contextcontact2___4","contextcontact2___5","locationcontact2","timecontact2","another_2","contact3","multiple3","agecontact3___0","agecontact3___1","agecontact3___2","agecontact3___3","maskcontact3","touchcontact3","contextcontact3___0","contextcontact3___1","contextcontact3___2","contextcontact3___3","contextcontact3___4","contextcontact3___5","locationcontact3","timecontact3","another_3","contact4","multiple4","agecontact4___0","agecontact4___1","agecontact4___2","agecontact4___3","maskcontact4","touchcontact4","contextcontact4___0","contextcontact4___1","contextcontact4___2","contextcontact4___3","contextcontact4___4","contextcontact4___5","locationcontact4","timecontact4","another_4","contact5","multiple5","agecontact5___0","agecontact5___1","agecontact5___2","agecontact5___3","maskcontact5","touchcontact5","contextcontact5___0","contextcontact5___1","contextcontact5___2","contextcontact5___3","contextcontact5___4","contextcontact5___5","timecontact5","locationcontact5","another_5","contact6","multiple6","agecontact6___0","agecontact6___1","agecontact6___2","agecontact6___3","maskcontact6","touchcontact6","contextcontact6___0","contextcontact6___1","contextcontact6___2","contextcontact6___3","contextcontact6___4","contextcontact6___5","locationcontact6","timecontact6","another_6","contact7","multiple7","agecontact7___0","agecontact7___1","agecontact7___2","agecontact7___3","maskcontact7","touchcontact7","contextcontact7___0","contextcontact7___1","contextcontact7___2","contextcontact7___3","contextcontact7___4","contextcontact7___5","locationcontact7","timecontact7","another_7","contact8","multiple8","agecontact8___0","agecontact8___1","agecontact8___2","agecontact8___3","maskcontact8","touchcontact8","contextcontact8___0","contextcontact8___1","contextcontact8___2","contextcontact8___3","contextcontact8___4","contextcontact8___5","locationcontact8","timecontact8","another_8","contact9","multiple9","agecontact9___0","agecontact9___1","agecontact9___2","agecontact9___3","maskcontact9","touchcontact9","contextcontact9___0","contextcontact9___1","contextcontact9___2","contextcontact9___3","contextcontact9___4","contextcontact9___5","locationcontact9","timecontact9","another_9","contact10","multiple10","agecontact10___0","agecontact10___1","agecontact10___2","agecontact10___3","maskcontact10","touchcontact10","contextcontact10___0","contextcontact10___1","contextcontact10___2","contextcontact10___3","contextcontact10___4","contextcontact10___5","locationcontact10","timecontact10","another_10","explanationexample_complete","additional_questions_timestamp","occupation","essentialjobyn","teachyn","campus_loc","teleworkyn","pullmanyn","npullman","typcialyn","ntypical","covid30","covid30result","covidmonth","covidmonthresult","positiveever","ill30yn","illsigns___0","illsigns___1","illsigns___2","illsigns___3","illsigns___4","illsigns___5","illsigns___6","illsigns___7","illsigns___8","illsigns___9","hcpyn","vaccination___0","vaccination___1","adultvax","adultnovax___1","adultnovax___2","adultnovax___3","childvax","childnovax___1","childnovax___2","childnovax___3","childnovax___4","previousyn","additional_questions_complete","Cont1Total","Cont2Total","Cont3Total","Cont4Total","Cont5Total","Cont6Total","Cont7Total","Cont8Total","Cont9Total","Cont10Total","Contact1location","Contact2location","Contact3location","Contact4location","Contact5location","Contact6location","Contact7location","Contact8location","Contact9location","Contact10location","Faculty","OccType"
"29",74,NA,"2021-11-14 12:25:31",1,1,0,1,2,"2021-11-14 12:27:54","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",17,1,1,1,1,I did not some did,No,0,0,1,0,0,0,"Gym",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-14 12:31:04","Professor",0,1,0,2,0,"Moscow, ID",0,"Weekend!",0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,1,17,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"30",75,NA,"2021-11-14 13:02:13",1,1,0,1,2,"2021-11-14 13:06:47","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Friends",2,0,0,1,0,Neither did,No,0,0,1,0,0,0,"Home",3,1,"Parents",1,0,0,0,1,Neither did,NA,0,0,1,0,0,0,"Home",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-14 13:08:12","Assistant Professor",0,1,5,0,0,"Seattle",0,"Saturday (weekend)",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"31",78,NA,"2021-11-14 20:14:02",1,1,0,1,2,"2021-11-14 20:20:06","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",3,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Family Members",1,0,0,1,0,Neither did,NA,1,0,0,0,0,1,"Home",3,1,"Laborers",1,0,0,1,0,We both did,No,0,0,1,0,0,0,"Hotel",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-14 20:21:24","Researcher",0,0,6,0,0,"Seattle",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,1,0,0,0,0,2,2,1,3,1,1,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"32",82,NA,"2021-11-15 08:03:51",1,1,0,1,2,"2021-11-15 08:08:14","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Spokane",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 08:09:29","Postdoctoral research associate",0,0,1,0,0,"Spokane",1,NA,1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,4,0,0,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"33",83,NA,"2021-11-15 08:36:14",1,1,0,1,2,"[not completed]","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",86,NA,"2021-11-15 09:00:18",1,1,0,1,2,"[not completed]","Potential Removal",1,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",88,NA,"2021-11-15 09:02:36",1,1,0,1,2,"2021-11-15 14:12:19","Parents",2,0,0,1,0,Neither did,No,1,0,0,0,0,0,"Home",0,1,"Strangers",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Spokane",0,1,"Laborers",2,0,1,0,0,Neither did,No,0,0,1,0,0,0,"Drive-Thru",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 14:15:37","Program Assistant",0,0,1,0,0,"Post Falls, ID",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"36",91,NA,"2021-11-15 09:07:34",1,1,0,1,2,"2021-11-15 09:08:51","Family Members",6,1,0,1,0,NA,Yes,1,0,0,0,0,0,"Home",2,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",93,NA,"2021-11-15 09:12:20",1,1,0,1,2,"2021-11-16 08:45:30","Colleagues",4,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Spokane",3,1,"Laborers",1,0,0,1,0,We both did,No,0,0,0,1,0,0,"Public Transit",0,1,"Roommate",1,0,0,0,1,Neither did,No,1,0,0,0,0,0,"Home",1,1,"Roommate",1,0,0,1,0,Neither did,No,1,0,0,0,0,0,"Home",1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-16 08:48:01","Postdoctoral researcher",0,0,1,2,0,"Spokane, WA",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,1,2,4,1,1,1,NA,NA,NA,NA,NA,NA,2,4,1,1,NA,NA,NA,NA,NA,NA,"Staff","Staff"
"38",94,NA,"2021-11-15 09:12:44",1,1,0,1,2,"[not completed]","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",98,NA,"2021-11-15 09:35:16",1,1,0,1,2,"2021-11-15 09:42:14","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Laborers",1,0,0,1,0,We both did,No,0,0,0,0,0,1,"School",0,1,"Students",30,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Students",1,0,0,1,0,We both did,No,0,1,0,0,0,0,0,"WSU Campus",1,"Students",1,0,1,0,0,We both did,No,0,1,0,0,0,0,"WSU Campus",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 09:43:30","Associate Professor",1,1,0,1,1,NA,1,NA,1,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,3,1,0,0,0,0,2,1,1,1,30,1,1,NA,NA,NA,NA,1,1,6,2,2,2,NA,NA,NA,NA,"Faculty","Faculty"
"40",104,NA,"2021-11-15 10:56:06",1,1,0,1,2,"[not completed]","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Colleagues",4,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Vancouver",0,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Vancouver",1,1,"Friends",2,0,0,1,0,We both did,No,0,0,1,0,0,0,"Gym",2,1,"Strangers",3,0,0,1,0,We both did,No,0,0,0,0,1,0,0,"Store",NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,4,1,2,3,NA,NA,NA,NA,NA,1,2,2,3,5,NA,NA,NA,NA,NA,NA,NA
"41",107,NA,"2021-11-15 11:57:46",1,1,0,1,2,"[not completed]","Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",0,1,"Colleagues",1,0,0,1,0,We both did,NA,0,1,0,0,0,0,"WSU Pullman",0,1,"Colleagues",1,0,0,1,0,We both did,NA,0,1,0,0,0,0,"WSU Pullman",0,1,"Colleagues",1,0,0,1,0,We both did,NA,0,1,0,0,0,0,"WSU Pullman",0,1,"Students",1,0,1,0,0,We both did,NA,0,1,0,0,0,0,0,"WSU Pullman",1,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,1,1,1,1,1,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
"42",108,NA,"2021-11-15 12:11:42",1,1,0,1,2,"2021-11-15 12:16:58","Partner",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Laborers",3,0,0,1,0,I did some did not,No,0,0,0,0,0,1,"School",0,1,"Colleagues",12,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Spokane",3,1,"Strangers",4,0,1,1,0,I did some did not,No,0,0,0,0,1,0,0,"Store",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 12:18:40","Assistant Professor",1,0,1,0,0,"Spokane",1,NA,1,2,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1,1,3,12,4,NA,NA,NA,NA,NA,1,1,6,2,5,NA,NA,NA,NA,NA,"Faculty","Faculty"
"43",112,NA,"2021-11-15 13:39:35",1,1,0,1,2,"2021-11-15 13:43:39","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Friends",2,0,0,0,1,I did they did not,No,0,0,1,0,0,0,"SEH",1,1,"Colleagues",2,0,0,1,0,We both did,NA,0,1,0,0,0,0,"WSU Campus",1,1,"Laborers",1,0,1,0,0,We both did,NA,0,0,0,0,1,0,"Store",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"[not completed]",NA,0,0,0,0,0,"Moscow, Idaho",1,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,1,0,1,2,2,1,NA,NA,NA,NA,NA,NA,1,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA
"44",115,NA,"2021-11-15 14:21:08",1,1,0,1,2,"2021-11-15 14:24:07","Spouse",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"West Richland, WA",3,1,"Children",1,1,0,0,0,Neither did,Yes,1,0,0,0,0,0,"West Richland, WA",1,1,"Colleagues",3,0,0,1,0,We both did,NA,0,1,0,0,0,0,"Richland, WA",NA,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 14:25:53","Professor",1,1,3,0,0,"Tri-Cities",1,NA,1,2,0,NA,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,"Faculty","Faculty"
"45",116,NA,"2021-11-15 14:40:31",1,1,0,1,2,"2021-11-15 14:49:46","Partner",1,0,0,1,0,Neither did,Yes,1,0,1,1,0,0,"Home, Car, and Gym",3,1,"Children",4,1,0,0,0,Neither did,NA,1,0,1,1,0,0,"Home, Car, and Gym",3,1,"Strangers",15,0,0,1,0,I did some did not,No,0,0,0,0,1,0,"Restaurant",1,1,"Laborers",5,0,0,1,0,We both did,NA,0,0,0,0,1,0,"Restaurant",0,1,"Laborers",2,0,0,1,0,We both did,No,0,0,0,0,1,0,1,"Restaurant",1,"Strangers",50,0,0,1,0,I did not some did,No,0,0,1,0,0,0,"Gym",3,1,"Laborers",1,0,1,0,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Neighbors",4,0,0,1,0,Neither did,NA,0,0,1,0,0,0,"Outdoors",3,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 14:53:01","Administration",0,0,5,0,0,"Sumner, WA",0,"Weekend at a basketball tournament",0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,2,0,0,1,3,1,0,0,1,1,2,1,4,15,5,2,50,1,4,NA,NA,1,1,5,5,5,3,1,3,NA,NA,"Staff","Staff"
"46",119,NA,"2021-11-15 15:27:25",1,1,0,1,2,"2021-11-15 15:37:04","Spouse",1,0,0,1,0,Neither did,Yes,1,0,0,0,0,0,"Home",3,1,"Strangers",6,0,1,1,1,We both did,No,0,0,1,0,0,0,"Gym",3,1,"Colleagues",9,0,1,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",2,1,"Students",1,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Campus",1,1,"Colleagues",1,0,0,1,0,We both did,No,0,1,0,0,0,0,1,"WSU Campus",0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 15:38:30","Assistant Professor",0,0,5,0,0,"Mount Vernon",1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,4,0,0,0,0,1,2,1,6,9,1,1,NA,NA,NA,NA,NA,1,3,2,2,2,NA,NA,NA,NA,NA,"Faculty","Faculty"
"47",121,NA,"2021-11-15 15:58:51",1,1,0,1,2,"2021-11-15 16:01:51","Colleagues",2,0,0,1,0,We both did,No,0,1,0,0,0,0,"WSU Pullman",0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,2,"2021-11-15 16:02:34","Librarian",0,0,0,0,1,NA,1,NA,0,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,4,0,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staff","Staff"
